file,rosetta_score,mse_dm_score
ptndata1/1crnA0-10_mess0.obj,659.38811423347,0.5938852442882633
ptndata1/1crnA0-10_mess1.obj,465.8426485876446,0.6204492078213117
ptndata1/1crnA0-10_mess2.obj,502.4030179765972,0.6455902308606342
ptndata1/1crnA0-10_mess3.obj,1562.0552766141147,0.7667833131328124
ptndata1/1crnA0-10_mess4.obj,735.1502295706114,0.601027025091948
ptndata1/1crnA0-10_mess5.obj,965.4917500702354,0.5859509031663137
ptndata1/1crnA0-10_mess6.obj,698.1372225973084,0.6418716075437413
ptndata1/1crnA0-10_mess7.obj,917.3659645491259,0.5675878886321748
ptndata1/1crnA0-10_mess8.obj,1148.1809159286406,0.6869262699781258
ptndata1/1crnA0-10_mess9.obj,548.6964022743176,0.6100826140588927
