,file,rosetta_score,mse_score
0,ptndata_small/1crnA8-12_mess101.obj,144.32948189783482,0.15478215537269674
1,ptndata_small/1crnA12-16_mess102.obj,11.958233993651502,0.0
2,ptndata_small/1crnA7-11_mess103.obj,88.8318800784586,0.1499283857422954
3,ptndata_small/1crnA8-12_mess104.obj,11.958233993651502,0.0
4,ptndata_small/1crnA12-16_mess105.obj,190.79887249827672,0.14629226045382998
5,ptndata_small/1crnA12-16_mess106.obj,188.90644513283985,0.1658379671189128
6,ptndata_small/1crnA13-17_mess107.obj,188.879304306966,0.1131771289034128
7,ptndata_small/1crnA12-16_mess108.obj,11.958233993651502,0.0
8,ptndata_small/1crnA10-14_mess109.obj,57.001347503665606,0.14487916399589254
9,ptndata_small/1crnA8-12_mess110.obj,268.93828676534383,0.19562394807722855
10,ptndata_small/1crnA11-15_mess111.obj,98.53056356358738,0.1392866232252211
11,ptndata_small/1crnA13-17_mess112.obj,148.4276498515157,0.13000233999562233
12,ptndata_small/1crnA11-15_mess113.obj,169.5321075871873,0.19405476619409853
13,ptndata_small/1crnA10-14_mess114.obj,11.958233993651502,0.0
14,ptndata_small/1crnA8-12_mess115.obj,212.54755928143436,0.15055446461160232
15,ptndata_small/1crnA9-13_mess116.obj,104.3196268417965,0.1693325170399586
16,ptndata_small/1crnA8-12_mess117.obj,329.21003872835604,0.1717053025892266
17,ptndata_small/1crnA13-17_mess118.obj,123.86777118152223,0.1505754258719209
18,ptndata_small/1crnA14-18_mess119.obj,130.31514201454348,0.2008110343605627
19,ptndata_small/1crnA13-17_mess120.obj,162.91703202216038,0.17590839888998808
20,ptndata_small/1crnA8-12_mess121.obj,103.42680696654436,0.16595015544533814
21,ptndata_small/1crnA11-15_mess122.obj,147.2238407761001,0.11872845909936525
22,ptndata_small/1crnA12-16_mess123.obj,111.48526685439563,0.12859849541424456
23,ptndata_small/1crnA7-11_mess124.obj,126.08951125262944,0.203672964699195
24,ptndata_small/1crnA12-16_mess125.obj,303.26279174342665,0.16383652221944794
25,ptndata_small/1crnA8-12_mess126.obj,134.07100966305595,0.175619188991271
26,ptndata_small/1crnA9-13_mess127.obj,102.38100806353495,0.1436210577157081
27,ptndata_small/1crnA11-15_mess128.obj,159.56940086494353,0.14532897650954038
28,ptndata_small/1crnA9-13_mess129.obj,222.5837300834404,0.16712556801528958
29,ptndata_small/1crnA9-13_mess130.obj,130.24051040232771,0.1512111507199034
30,ptndata_small/1crnA10-14_mess131.obj,82.34732790115056,0.13976062090862704
31,ptndata_small/1crnA10-14_mess132.obj,11.958233993651502,0.0
32,ptndata_small/1crnA10-14_mess133.obj,333.2404191275053,0.16031657343975572
33,ptndata_small/1crnA11-15_mess134.obj,11.958233993651502,0.0
34,ptndata_small/1crnA8-12_mess135.obj,312.5506721359328,0.16271220177763032
35,ptndata_small/1crnA13-17_mess136.obj,105.28081655975842,0.14303390191097629
36,ptndata_small/1crnA8-12_mess137.obj,145.63092210269048,0.17380470398323575
37,ptndata_small/1crnA7-11_mess138.obj,13.255784713412645,0.0
38,ptndata_small/1crnA7-11_mess139.obj,13.255784713412645,0.0
39,ptndata_small/1crnA7-11_mess140.obj,116.87206940593954,0.13783335683773826
40,ptndata_small/1crnA12-16_mess141.obj,284.8140989946362,0.19411226270556275
41,ptndata_small/1crnA12-16_mess142.obj,183.9325498517114,0.18822132504301387
42,ptndata_small/1crnA14-18_mess143.obj,388.3073058282776,0.15525160131533067
43,ptndata_small/1crnA8-12_mess144.obj,108.62581365468245,0.13584380960043252
44,ptndata_small/1crnA11-15_mess145.obj,11.958233993651502,0.0
45,ptndata_small/1crnA7-11_mess146.obj,116.9844890132079,0.2105521942720661
46,ptndata_small/1crnA10-14_mess147.obj,101.14403826657056,0.1341677792878816
